display_name,url,contact_url,evidence,source_url,company_name,fetch
MARUKI HARDWARE CORPORATION,http://www.maruki-mk.co.jp/,http://www.maruki-mk.co.jp/hpmk/company_information.html,「和」のテイストに合った店舗設計・店舗デザインをトータルコーディネートできる、ジャパニーズモダンを基調としたインテリア金物・建具金物の展示 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25081/,,ok
NATURALISM,http://naturalism.biz/,http://naturalism.biz/contact.html,株式会社NATURALISM(ナチュラリズム)は、人工大理石スタロンを展示します。スタロンは中心につなぎ目のない曲面加工ができ、 メンテナンスが容易で創意的なデザイン演出が可能です。シリーズは高透明チップのテンペストと天然の模様そのままの自然さが特徴のシュプリームを用意。それぞれ特徴・機能を兼ね備え、オフィス、医療・教育施設、ホテル・旅館、公共・商業施設、個,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25591/,,ok
NEOFOAM,https://neofoam.com/,https://neofoam.com/contact,環境時代に進化するECO素材である完全紙製ボード『ペーパーハニカムボード』を展示する。自然にやさしく、軽くて丈夫、加工性と印字性に優れた100%リサイクル可能な環境対応型エコボードである。その他、広告 · 文具 · 画材 · ディスプレイ分野で活躍しているポリスチレン発泡ボード『POP BOARD』も紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25381/,,ok
OUTSENSE,https://outsense.jp/,https://outsense.jp/contact/,「SORIORI(ソリオリ)」とは従来の成形や切削を不要とし、平面シートから3次元立体装飾を安価かつサステナブルに製造できるサービス。 防炎・不燃、環境対応素材を多数取り揃え、設計から量産まで一貫対応。 装飾資材の軽量化、型を使わない折り設計により製造時の廃材を削減、再利用性の高さが特長。 本展では大型の立体壁面装飾を展示、美しい陰影と圧倒的な重厚感を表現。,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24604/,株式会社OUTSENSE,ok
OVERTEC,https://www.overtec.jp/,https://www.overtec.jp/contact,店舗照明に専念している、日本及び欧米諸国に多数実績を持つ会社である。 お客様と工場をダイレクトにつなぎ、工場直販メーカーのメリットである「早い」「安い」だけではなく、「高品質」が備わった良い製品の提供とコストダウンを実現している。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24400/,株式会社OVERTEC,ok
PixelⅩ,http://www.pixora.jp/,,弊社は建材ディスプレイ、建築メディア、屋外広告看板の研究・販売を実施。ディスプレイと建材の融合という革新技術に取り組み、屋外ディスプレイとメディアランドマ-クに新たなアイデや素材を提供する事で総合的なディスプレイソリュ-ションの提供 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25517/,,ok
ROOM,https://collect-antique-vintage.jp/,https://collect-antique-vintage.jp/pages/contact,"世界中から買付けた1950年代〜1970年代の本格的なヴィンテージ家具・雑貨を展示。 家庭用、店舗什器、ランプなどの小物類まで幅広く取り揃えており、ヴィンテージ特有のオリジナリティに富んだサスティナブルな空間作りを提案。 様々な要望に応えることができるよう独自のルートで買付けを行い、自社倉庫とショールームには常時5,000点以上の在庫を保有。 ",https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25040/,,ok
ROSSYJAPAN,https://rossyjapan.co.jp/,https://rossyjapan.co.jp/contact/,高輝度・高精細LEDビジョンおよび制御システムを中心に、空間演出に最適なデジタルサイネージソリューションを展示する。設計・施工・映像制作・運用までを一貫提供し、常設・イベント・没入型演出など多様な導入事例を紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24934/,,ok
Rubio Monocoat Japan,https://rubiomonocoat.jp/,https://rubiomonocoat.jp/pages/contact,ベルギー発の木材用自然オイル塗料メーカー。溶剤・VOC完全0%、1回塗りで速乾・高撥水の屋内用オイル「Oil Plus 2C」、屋外用オイル「DuroGrit」を展示。屋内用Oil Plus 2Cは2025年11月に「みらいのたね賞」を受賞。塗装済みサンプル、店舗什器事例(飲食店カウンター、看板etc)も展示予定。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25671/,Japan合同会社,ok
SHANDONG SANHE METAL PRODUCTS,http://www.sanwametal.com/,http://www.sanwametal.com/contact1.html#w_grid-1572066249335,【出展製品】 ・スーパーマーケットの棚 ・倉庫の棚 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25356/,,ok
SIXINCH.ジャパン,https://sixinch.jp/,https://sixinch.jp/contact/,ポリウレタンフォームを独自開発したsixinchコーティングを施し、防水性・耐候性・耐摩耗性を備えた仕様で、テラス・半屋外空間・エントランス・温浴施設などでの使用が可能。 また、継ぎ目のない一体構造による清掃性・安全性に加え、サイズ調整・形状カスタム、Pantone/RAL指定によるカラー対応。商空間コンセプトに合わせた設計提案など、プロジェクト対応の事例に,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25010/,株式会社SIXINCH.ジャパン,ok
SKWイーストアジア,https://frescolori.jp/,https://frescolori.jp/contact/,天然大理石と消石灰をベースにしたカラフルな意匠仕上材「フレスカラリ」を紹介。あらゆる面に鮮やかな発色と多様な表情を生み出すドイツ産左官材。打ち放しコンククリートをリアルに再現する「フレスコトン」や金属左官の「リアルメタル」も展示 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25019/,SKWイーストアジア株式会社,ok
Shanghai Focus Design & Manufacture,http://www.ifocus-sh.com/,http://www.ifocus-sh.com/index/index/contact.html,複数の展示品とともに、当社の大理石加工技術および大理石切断技術を披露する。また、大幅なコスト削減を求められている顧客に対して、当社が提供する代替ソリューションである「シンタードストーン(焼結石)」も紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25494/,,ok
Shanghai Hooyi Displays & Fixtures Industries,https://www.hooyigroup.com/,https://www.hooyigroup.com/contactus,2003年の設立以来、Hooyi グループは、設計・研究開発・生産・施工・関連サービスを統合した総合企業へと発展した。小売ディスプレイ、ブランドイメージ構築、店舗装飾の分野において高い評価を得ており、当社は国内外の数多くの著名ブランドと長期的かつ安定した協力関係を築いている。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25495/,,ok
Shanghai Ublen Optoelectronic Technology,https://www.ublen.com,,【出展製品】 ・360度発光チューブ メリット:設計に沿って正確に形状を作ることができ、最大7メートルまで連続使用可能。 ・導光板 高精度レーザー彫刻技術を使用し、透明基板の表面に微細なドット構造を形成。LEDの点光源を全反射の原理により均一な面発光光源へと拡散させる。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25493/,,ConnectionError
Shanghai Wenkang Industrial,https://www.luvaraworks.com/,,"Shanghai Wenkang Industrial Co.,Ltd.は2009年7月に設立された。 10年以上にわたり蓄積してきた経営ノウハウと製造チームを基盤に、同社は中国西南地域の大規模開発という国の呼びかけに応え、2019年5月にSichuan Xiaolu Factory Display Props Co., Ltd.を設立した。 ",https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25491/,,ok
TAKEMOTO Kousya,https://www.takemoto-kousya.com/,https://www.takemoto-kousya.com/contact/,3Dホログラムファン・アプリで色調整や音連動できるRGBチャンネル・調光電源トランス・動くスタンド看板を出展しております。 是非お立ち寄りください。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25483/,株式会社TAKEMOTO,ok
funbox,https://www.funbox.jp/,https://www.funbox.jp/contact/,本展示では、用途に応じて使い分けられるQR自販機「ピピットガチャ2」を紹介する。キャッシュレス自販機としての販売活用と、会員獲得・再来店を促進する販促・マーケティング活用を、それぞれ実機デモを通じて体験できる。切り替え操作不要で1台に両立する仕組みと、無人運用・データ活用を可能にする次世代自販機の活用方法を提案する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25871/,株式会社funbox,ok
swissQprint Japan,https://www.swissqprint.com/jp/en/,https://www.swissqprint.com/jp/en/contact/contact-qjp/,"swissQprintは、ワイドフォーマットUVインクジェットプリンターの製造・販売において世界をリードする企業である。高精細かつ高品質な印刷を高速で実現し、広告やディスプレイなど幅広い用途に対応する。世界で約2,000台の販売実績を誇り、ヨーロッパ市場では10年連続でNo.1を獲得している。当ブースでは、圧倒的な高精細・高品質のプリントサンプルを展示する。",https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25677/,Japan株式会社,ok
おしゃ楽,https://www.osharaku.com/,https://www.osharaku.com/contact/,インド大手石材会社Stonestry社と共同出展し、現代の商空間・インテリア・エクステリアで使いやすい石材のガーデンファニチャー、敷石・積石などの提案・紹介。 他にも、おしゃ楽が20年以上前から推奨してきている景観用蛇籠「ガビオン」の展示や具体的な使い方・事例の紹介と、日本で唯一当社が取り扱うグレイッシュでダイナミックな北米の自然石などの展示と紹介。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25340/,事業所名株式会社,ok
さとう工芸,http://www.k-sato.co.jp/,http://www.k-sato.co.jp/contact/,衣料廃材(デニム)を原料にアップサイクルしたボード素材STELAPOP(ステラポップ)。⾊ごとに分別して保管するデニム端材から作られたステラポップは⾐料廃棄材とは思えない鮮やかなカラーと豊かな表情を兼ね備える。⽊材と同じく簡単に加⼯でき、店舗什器や腰壁などの内装材としても幅広く使用可能。ブースではアパレルやコスメ向け什器や腰壁活用例を展示。素材の質感と加工性,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25921/,株式会社さとう工芸,ok
たなか銘産,https://tanaka-meisan.jp/,https://tanaka-meisan.jp/tsugaru-nuri/category/information/,ー青森県の伝統工芸“津軽塗”発、“研ぎ出し変わり塗”の新たな世界“透ける津軽塗”ー 伝統工芸が魅せる日本初の漆による光の表現技法“透ける津軽塗”の初の全国展示。照明・建材・アート分野への用途提案をする。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25218/,,ok
まどか,https://www.madokanet.com/,https://www.madokanet.com/contact,当社は製作から完成まで、全て自社で一括で製作可能なサイン企業です。「大型レーザー加工(アイスメルトカット)」「UV点字加工」「UVダイレクト印刷」「MRBコート」「広幅インクジェット出力」「シルクスクリーン印刷」「塗装」 加工技術の紹介+アクリル製品で空間を一式プロデュースすることで、製作技術を体験していただける展示です。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25308/,まどか株式会社,ok
みはし,https://mihasi.co.jp/,https://mihasi.co.jp/contact/,壁材の個性的なラインアップ、モールディングの素材とデザインの豊富さは突出している。また、一般ユーザー向けの通販(みはしショップ)商品は、店舗施工やDIY愛好者にファンが増加している。大規模施設や文化財の修復にも生かされるガラス強化繊維入り石膏素材は特注にも対応。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24972/,みはし株式会社,ok
アイカ工業,https://www.aica.co.jp/,https://www.aica.co.jp/inquiry/other/input,今回の展示では、主力製品であるメラミン化粧板の新柄をはじめ、2025年11月発売のマグネット対応高意匠不燃パネル「マグフィーノ」、外壁向け高級意匠性塗材「クライマテリア ストンアート」高機能仕様など、最新のデザインと技術を紹介する。 さらに、温室効果ガスの削減に向けて開発を進めている建装材製品など、SDGsの達成やサステナブルな社会の実現に貢献する取り組みに,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24987/,アイカ工業株式会社,ok
アクチュアル,https://archix.ai/,https://archix.ai/#contact,建築パースの常識を変えるAI「ArchiX(アーキエックス)」。図面・スケッチ・ラフな3DCGから、すばやく、美しく、正確な建築・内観パースの静止画および動画を自動生成する。 家具・什器・建材の挿入を自由自在に行え、設計士でなくても設計意図を高精度に可視化できる。デザイン検討の効率と表現力を飛躍的に高め、施主提案を次のレベルへ引き上げるAIソリューション。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25836/,,ok
アクリサンデー,https://www.acrysunday.co.jp/,https://www.acrysunday.co.jp/contact,軽量なオールフェルト製吸音壁材は住宅リフォームや店舗のリニューアルに、マグネット式LEDチャネル文字「abcMIX」は店舗サインなどに活用できる製品である ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25673/,アクリサンデー株式会社,ok
アシスト,https://www.assipie.jp/,https://www.assipie.jp/contact/,あしもとカナモノ専門メーカーとして半世紀の歴史を有する㈱アシストでは、今回2つのブランドを展示する。内装工事に関わる方々の視点を大切に考えた施工しやすく丈夫で高品質なブランド「ASSIST」と、建築家・意匠設計者のためのシンプルなデザインを求めた今までにないブランドの「AFOLA」を1つのブースで2つの世界観を紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24964/,株式会社アシスト,ok
アスプルンド,https://www.asplund.co.jp/,https://www.asplund.co.jp/contact/,衣料廃材(デニム)を原料にアップサイクルしたボード素材STELAPOP(ステラポップ)。⾊ごとに分別して保管するデニム端材から作られたステラポップは⾐料廃棄材とは思えない鮮やかなカラーと豊かな表情を兼ね備える。⽊材と同じく簡単に加⼯でき、店舗什器や腰壁などの内装材としても幅広く使用可能。ブースではアパレルやコスメ向け什器や腰壁活用例を展示。素材の質感と加工性,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25528/,株式会社アスプルンド,ok
アスワン,https://www.aswan.co.jp/,https://www.aswan.co.jp/productinformation/seriesintroduction/carpetseries/loboflor.html,"1㎠あたり約7,000本の超高密度パイルから生まれる、驚きの耐久性・防滑性・メンテナンス性などをもつ床材「アスワンカーペット・ロボフロアー」。そして、外部から持ち込まれる水分や汚れを吸収して建物内に持ち込ませない「高吸水マットアスワン・ロボウォーター」を展示。 ",https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24637/,アスワン株式会社,ok
アドウイクス,https://adwecs.jp/,https://adwecs.jp/support/,デジタルサイネージやチャンネル文字を展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25161/,アドウイクス株式会社,ok
アルテ,https://www.urushi-settsu.com/,,伝統的工芸品である、秋田・川連漆器の技法を応用し、住宅や商空間、看板などの演出用に、様々な漆塗りのサンプルパネル及び製品を展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25003/,,ok
イシガキ,https://tekki-ishigaki.jp/,https://tekki-ishigaki.jp/inquiry/,簡単組み立て式の2畳茶室。訪日外国人の方を中心に、手軽に日本文化をお楽しみいただける商品。ホテルのロビー、店舗ディスプレーとして…。いつものおもてなしにプラスワンの付加価値で集客力UP。本格的なハイタイプ、狭い空間にも設置できるロータイプ、畳ベンチ、鉄瓶、抹茶碗など、関係アイテムも充実。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25334/,株式会社イシガキ,ok
イーコット,https://www.ecott.co.jp/,https://www.ecott.co.jp/information,アルミ型材加工を得意とした工場を京都に保有する企業で、現在は主にオフィス什器+建材+鉄道車輛のパーツなどを加工しているが、今回は自社オリジナルテーブルの紹介並びに建築内装材の提案などを主体に、設計様のアルミ商品の困りごとを解決可能である。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25799/,非鉄金属手配はイーコット株式会社,ok
エスケー化研,https://www.sk-kaken.co.jp/,https://www.sk-kaken.co.jp/contact/,自然素材を使用した意匠性豊かな建築仕上材に加え、リサイクル骨材を配合した環境にやさしい製品をご紹介。新製品も展示しておりますので、ぜひご来場ください。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25170/,エスケー化研株式会社,ok
オンザウォール,https://www.onthewall.co.jp,,メタル、錆、大理石調など意匠性の高い材料製造を得意とするイタリア「LOGGIA社」を主に空間をより豊かにスタイリッシュに演出する内外装材を紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25476/,,SSLError
オール,https://ledvision.irodorinet.jp/,https://ledvision.irodorinet.jp/information/,高精細かつ低価格でコストパフォーマンスに優れたLEDビジョン製品をラインナップしており、店頭の小さいものから屋外の大型ビジョンまで様々な業種・業態のお客様の目的に合わせたLEDビジョンの提案ができる。屋内・屋外対応製品を幅広くラインナップし、耐衝撃性や防水性に優れたタイプや先月リリースしたばかりの透過型LEDビジョンは薄型で軽量のフィルム・メッシュタイプの2,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25318/,オール株式会社,ok
カネマル,https://www.kanemaru-led.com/,https://kanemaru-led.com/contact,当社は、設計、デザイン、看板会社に対するLED間接照明とライトパネル、チャンネル文字、モジュール等を事業の柱に13年を迎え、全国のお客様に積極的に質の高いLED製品を提案と提供する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25142/,,ok
カムビアス,https://cambias.co.jp/,https://cambias.co.jp/con/,デジタルサイネージを全般に取り扱い、企画から設置までワンストップで提案する。シースルービジョンやフレックス型LEDビジョン、屋外用バッテリー内蔵サイネージなど、様々な場所や環境に対応できるデジタルサイネージをご紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25899/,株式会社カムビアス,ok
キリンジ,https://lionled.jp/,,欧米市場で高品質・6年間の長期保証を提供するLIONLEDが日本に本格進出。日本の市場に最適化された屋内用LEDディスプレイ製品を展示。缶型や球体型などの特殊形状ディスプレイのほか、店舗装飾のあらゆるところに利用可能な製品を展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25529/,,ok
クリオ,https://www.creo-group.jp/,https://www.creo-group.jp/contact,豊富なラインナップを取り揃えたLEDデジタルサイネージや掲示物を簡単に交換できるポス楽ライトパネルなどのディスプレイ商品を展示。 様々なシチュエーションに合わせた動画と組み合わせた魅せるディスプレイを提案。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25210/,有限会社クリオ,ok
グリーンフィールド,https://gfield.co.jp/,https://gfield.co.jp/contact/,今回紹介するのは、ロンドンのデザイナーが生み出した人工壁面用緑化パネル『ビスタフォリア®』。 軽くて取付けは簡単、メンテナンス不要で、インテリア・エクステリア問わず一年中ラグジュアリーな空間を演出する。 リアルで迫力のデザインを、ぜひその目で。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25252/,株式会社グリーンフィールド,ok
ゲーテハウス,http://www.goethe.co.jp/,https://www.goethe.co.jp/contact.html,左官は、土地の素材やその日の気候、環境、そして職人と手仕事が重なり合い、その場所にしかない表情 を創り出す。そこにさらにデザイナーや設計者の発想を盛り込むことができる自由さも大きな魅力。 本展示では、実際に塗った大壁やさまざまなサンプルの展示、そして体験を通して、左官を空間を構成する大切な要素として紹介する。画一なものではないからこそ生まれる空間の魅力をぜひ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24779/,,ok
コベントガーデン,https://www.covent.jp/tp/,https://www.covent.jp/tp/arrival-infomation,カフェやサロン、商業施設に装飾するグリーン什器や、イベントテーブルを展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25794/,会社概要有限会社,ok
コンビウィズ,https://www.combiwith.co.jp/,https://www.combiwith.co.jp/biz/contact/,【The Planning Book of Public Toilet】【Baby Room Concept Book】 お子さま連れや車いすユーザにもやさしい公共トイレ空間、ベビー休憩室空間を提案する設計ハンドブックをテーマに展示 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24697/,コンビ株式会社,ok
ゴーリキアイランド,https://www.gorikiisland.jp/,,真鍮金物総合メーカー「ゴーリキアイランド」がマリンライトやバストイレアクセサリー、フックなど、こだわりの真鍮製品をその特長や魅力の解説とともに多数展示。機能門柱「メリシリーズ」、海外ブランド「Jolie」の真鍮ハンドル、「FARO BARCELONA」の照明、「Cosmic」のバストイレアクセサリー、「Inox style」の屋外シャワー、「Sira」のコン,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25198/,株式会社ゴーリキアイランド,ok
ザ・ガッツ,https://guts-no1.com/,,EVO WALL PANELSは壁面装飾や建築デザインにおいて進化的でデザイン性、リアリティを追求した独自開発のパネル工法。 不燃、軽量、工期短縮、施工性、エコ、カスタマイズ性、アート的表現を持ち合わせた全く新しいパネル工法。5種類の割れデザインと28種類の柄からカスタマイズするか、お客様ご要望のオリジナルデザインも制作可能。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25092/,,ok
シンエイ,https://www.shinei-japan.com/,https://www.shinei-japan.com/contact/,新カタログセンスボリューム9を無償配布いたします。その他、新型ファブリックフレーム窓面設置専用「ウィンドファブリック」を展示する。背面からメディアの交換が可能な新型構造。(特許取得済)また、薄型LEDパネル「PGライトLEDスリム32Rモデル」他、屋外で使用可能な新型Aサイン「PGライトAサインPRO」を展示。さらにスライドドア型ポスターパネル「バイパスドア,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24548/,シンエイ株式会社,ok
シンコール,https://www.sincol-kys.co.jp/,https://www.sincol-kys.co.jp/contact/,"床材では、年々注目を集めているわずか1.5mm厚のリフォーム用重ね貼りフローリング「リフォームフロアー」を紹介。壁用としてマグネットが使える不燃認定化粧パネルは住宅のキッチンパネルや公共施設の掲示板として活用できる。その他壁紙の上からマグネットが使える副資材やホワイトボード、黒板として使える資材,、新たな遮熱シート等多数紹介。 ",https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24900/,商号をシンコール株式会社,ok
シンコールインテリア,https://sincol-it.jp/privacypolicy/,https://sincol-it.jp/contact/,“リアリティの追求! ー理想の「マテリアル」-” をテーマに、壁紙「BEST」、タイルカーペット「SQ PRO」、の各見本帳よりリアルな質感で表現された、意匠性の高いビニル壁紙や床材をご紹介いたします。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24966/,シンコールインテリア株式会社,ok
シーマ,https://www.cima-net.co.jp/,https://www.cima-net.co.jp/contact,"初展示となる、国内認証済み・家庭用電源対応のオールインワンLED「iFlex Vision 135""」と、液晶マルチのリプレイスに最適な1パネル55""のLED「Discovery Series 55"" LED」をはじめ、55""透過型OLEDやシースルーLED、高精細LED(0.9～1.5mm)、高精細カーブLED(1.2mm)をピッチ別に展開。商環境における",https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25115/,株式会社シーマロジスティックスを設立,ok
スガツネ工業,https://www.sugatsune.co.jp/,,家具金物・建築金物・ガラス用金物でおなじみ「LAMP印」のスガツネ工業。扉の動きに驚きと美しさを添える機構金物、空間を彩る意匠金物など、素材・機構にこだわった金物など、100点を超えるアイテムを展示。実物大の展示で、カタログや動画だけではわからない操作感や質感を体感できる。また、5月発刊の新総合カタログを会場で受付する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25208/,スガツネ工業株式会社,ok
セイショク,https://nunous.jp/,https://nunous.jp/contact,大理石のような1点ずつ異なる表情と多様な加工性を併せ持つNUNOUS[ニューノス]は、145年の歴史をもつ老舗染色加工会社「セイショク」が、明日に向けて提案する全く新しい布由来アップサイクル素材。繊維産業やファッション産業は、環境汚染の原因ワースト10ともいわれている。しかし、多くの人は衣服をまとう。 布は、誰しもが関わる非常に身近な素材だ。NUNOUSは地,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25800/,セイショク株式会社,ok
